fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
2368,Reginaldo Vieira,14,5,0,0,"5' 7""",135 lbs.,"65""",,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8,2017-12-09 14:39:54.761765
2369,Milton Vieira,13,8,2,0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 04, 1978",1.13,35%,2.36,48%,2.67,53%,12%,0.7,2017-12-09 14:39:56.823057
2370,James Vick,12,1,0,0,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.03,37%,3.27,61%,0.19,25%,61%,0.9,2017-12-09 14:39:59.631175
2371,Vitor Vianna,12,1,1,0,nan,205 lbs.,nan,Orthodox,nan,3.10,30%,8.28,52%,0.00,0%,0%,0.0,2017-12-09 14:40:02.110868
2372,Guilherme Viana,7,3,0,0,"6' 4""",205 lbs.,nan,,nan,2.92,40%,2.72,59%,1.20,66%,77%,0.0,2017-12-09 14:40:04.751216
2373,Hugo Viana,8,4,0,0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.20,57%,0.22,6%,50%,0.0,2017-12-09 14:40:06.633574
2374,Marvin Vettori,12,3,0,0,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",3.13,44%,2.41,66%,2.17,55%,68%,0.9,2017-12-09 14:40:09.379134
2375,Bryan Vetell,4,3,0,0,"6' 3""",265 lbs.,nan,Southpaw,"Jul 26, 1977",2.74,60%,2.13,41%,0.00,0%,0%,0.0,2017-12-09 14:40:11.806546
2376,Renato Verissimo,7,5,0,1,"6' 1""",170 lbs.,nan,Orthodox,"Aug 03, 1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5,2017-12-09 14:40:14.410454
2377,Joe Veres,4,3,0,0,"5' 7""",155 lbs.,nan,Orthodox,"Nov 09, 1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0,2017-12-09 14:40:16.508581
2378,Ernie Verdicia,0,1,0,0,"5' 11""",199 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:40:18.452559
2379,Marlon Vera,10,4,1,0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",2.76,44%,3.59,50%,0.54,30%,75%,1.4,2017-12-09 14:40:21.333212
2380,Kerry Vera,2,0,0,0,"5' 7""",135 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:40:24.216836
2381,Brandon Vera,12,7,0,1,"6' 3""",230 lbs.,"76""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.70,53%,59%,0.2,2017-12-09 14:40:26.492215
2382,Scott Ventimiglia,14,6,1,0,"5' 11""",185 lbs.,nan,,"Nov 17, 1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:40:28.65294
2383,Jerrel Venetiaan,4,3,0,1,"6' 1""",195 lbs.,nan,Orthodox,"Mar 09, 1971",0.81,33%,1.51,67%,0.00,0%,60%,0.0,2017-12-09 14:40:32.386772
2384,Karlos Vemola,10,4,0,0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",1.67,44%,2.13,37%,1.93,25%,31%,1.7,2017-12-09 14:40:33.201369
2385,Bojan Velickovic,15,6,1,0,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5,2017-12-09 14:40:36.13207
2386,David Velasquez,10,9,0,0,"5' 5""",145 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:40:37.98056
2387,Cain Velasquez,14,2,0,0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",6.38,57%,2.29,57%,5.15,45%,85%,0.4,2017-12-09 14:40:41.753254
2388,Joe Vedepo,11,5,0,0,"6' 0""",185 lbs.,nan,Orthodox,nan,1.43,42%,5.71,38%,1.07,20%,0%,0.0,2017-12-09 14:40:41.996576
2389,Matt Veach,15,4,0,0,"5' 11""",155 lbs.,nan,Orthodox,"May 31, 1981",1.12,28%,4.91,44%,3.64,38%,100%,1.5,2017-12-09 14:40:44.399249
2390,Manny Vazquez,11,2,0,0,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",1.47,41%,2.67,48%,1.00,33%,0%,1.0,2017-12-09 14:40:46.648346
2391,Javier Vazquez,16,5,0,0,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5,2017-12-09 14:40:49.022334
2392,Yuri Vaulin,0,1,0,0,"6' 4""",197 lbs.,nan,Southpaw,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:40:51.389987
2393,Billy Vaughan,11,9,0,0,"5' 6""",155 lbs.,nan,,"Dec 02, 1983",0.00,0%,1.36,50%,0.00,0%,0%,0.0,2017-12-09 14:40:54.085876
2394,Linton Vassell,18,5,0,1,"6' 4""",205 lbs.,nan,,"Jun 03, 1983",3.39,37%,2.13,54%,2.46,50%,50%,0.0,2017-12-09 14:40:56.709088
2395,Guilherme Vasconcelos,3,2,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986",3.27,29%,4.40,70%,0.00,0%,0%,0.0,2017-12-09 14:40:59.464967
2396,Jamie Varner,21,11,1,2,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8,2017-12-09 14:41:02.495597
2397,Paul Varelans,9,9,0,0,"6' 8""",300 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:05.198822
2398,Paige VanZant,7,3,0,0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.44,52%,2.52,43%,1.72,38%,41%,0.9,2017-12-09 14:41:07.73875
2399,Lando Vannata,9,2,1,0,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",5.89,44%,6.66,53%,1.92,62%,70%,0.4,2017-12-09 14:41:09.694368
2400,Chad Vance,6,5,0,0,"6' 0""",185 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:10.831001
2401,Lloyd Van Dams,0,1,0,0,"6' 1""",240 lbs.,nan,Southpaw,"Mar 05, 1972",0.00,0%,3.01,15%,0.00,0%,0%,0.0,2017-12-09 14:41:13.762416
2402,Ron van Clief,0,1,0,0,"5' 10""",190 lbs.,nan,Orthodox,"Jan 25, 1943",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:16.298891
2403,Matt Van Buren,7,4,0,0,"6' 5""",205 lbs.,"76""",,"Jun 12, 1986",7.73,45%,6.82,49%,0.00,0%,50%,0.0,2017-12-09 14:41:18.817143
2404,Mike van Arsdale,8,5,0,0,"6' 2""",205 lbs.,nan,Switch,"Jun 20, 1965",1.52,41%,1.91,41%,1.06,14%,37%,0.0,2017-12-09 14:41:21.026387
2405,Isaac Vallie-Flagg,14,6,1,0,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0,2017-12-09 14:41:23.695433
2406,Andrew Valladerez,2,4,0,0,nan,135 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:26.698851
2407,Victor Valimaki,16,8,0,0,"6' 0""",205 lbs.,nan,Orthodox,nan,3.94,30%,2.99,67%,0.90,14%,0%,0.0,2017-12-09 14:41:29.243937
2408,Victor Valenzuela,11,6,2,0,"5' 10""",155 lbs.,nan,,nan,1.28,100%,2.55,0%,0.00,0%,0%,0.0,2017-12-09 14:41:32.107748
2409,Charlie Valencia,12,7,0,0,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.40,53%,75%,0.5,2017-12-09 14:41:35.275647
2410,Egidijus Valavicius,20,9,0,0,"6' 0""",200 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:37.071938
2411,Richie Vaculik,10,5,0,0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3.00,45%,31%,1.0,2017-12-09 14:41:39.294054
2412,Kamaru Usman,11,1,0,0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.07,51%,1.48,64%,4.34,50%,0%,0.4,2017-12-09 14:41:42.139837
2413,Yasuhiro Urushitani,19,6,6,0,"5' 5""",125 lbs.,nan,Southpaw,"Sep 08, 1976",3.47,39%,4.71,65%,0.00,0%,80%,0.0,2017-12-09 14:41:44.043279
2414,Nick Urso,10,3,0,1,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",3.61,45%,5.06,36%,0.00,0%,0%,0.0,2017-12-09 14:41:45.821155
2415,Elias Urbina,3,1,0,0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",3.85,37%,6.17,50%,0.00,0%,0%,0.0,2017-12-09 14:41:50.528017
2416,Hector Urbina,25,10,1,0,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0.00,0%,38%,3.8,2017-12-09 14:41:51.224609
2417,Kengo Ura,10,8,2,0,"5' 9""",165 lbs.,nan,,"Jun 20, 1981",1.05,37%,2.38,48%,2.85,28%,50%,1.4,2017-12-09 14:41:53.638938
2418,Caol Uno,26,15,5,0,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.90,50%,1.95,31%,37%,0.5,2017-12-09 14:41:56.279815
2419,Zach Underwood,8,4,0,0,"6' 2""",185 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:41:58.717281
2420,Jeremy Umphries,5,2,0,0,nan,160 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:02.692038
2421,Gasan Umalatov,15,5,1,0,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.10,59%,0.75,17%,90%,0.0,2017-12-09 14:42:03.826991
2422,Andy Uhrich,6,3,0,0,"6' 0""",170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:05.797123
2423,Christian Uflacker,3,0,0,0,"5' 11""",170 lbs.,nan,,"Aug 04, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:08.677369
2424,Ryuki Ueyama,11,13,5,1,"5' 11""",180 lbs.,nan,Southpaw,"Apr 17, 1976",0.13,21%,1.40,46%,0.50,100%,0%,1.5,2017-12-09 14:42:11.569076
2425,Alberto Uda,9,2,0,0,"6' 3""",185 lbs.,"77""",Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0.0,2017-12-09 14:42:13.410478
2426,Courtney Turner,0,3,0,0,"6' 2""",170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:16.380531
2427,Ricky Turcios,8,1,0,0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",7.33,37%,4.07,64%,0.00,0%,0%,0.0,2017-12-09 14:42:18.896276
2428,Albert Tumenov,17,4,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0,2017-12-09 14:42:21.862683
2429,Teila Tuli,0,1,0,0,"6' 0""",430 lbs.,nan,Orthodox,"Jun 14, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:24.85062
2430,Zubaira Tukhugov,18,4,0,0,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",2.53,35%,2.09,69%,2.13,46%,100%,0.0,2017-12-09 14:42:26.764857
2431,Tai Tuivasa,8,0,0,0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",4.80,61%,2.18,47%,0.00,0%,100%,0.0,2017-12-09 14:42:29.150909
2432,Blair Tugman,10,6,0,0,"6' 0""",135 lbs.,nan,,nan,2.25,53%,0.93,50%,7.50,60%,0%,0.0,2017-12-09 14:42:33.066396
2433,Tom Tuggle,0,3,0,0,"6' 2""",250 lbs.,nan,Orthodox,nan,0.00,0%,2.14,0%,32.14,100%,0%,0.0,2017-12-09 14:42:34.548994
2434,Jumabieke Tuerxun,17,3,1,0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9,2017-12-09 14:42:36.284004
2435,Gavin Tucker,10,1,0,0,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",2.60,31%,5.07,53%,0.50,20%,42%,0.5,2017-12-09 14:42:38.147647
2436,Jon Tuck,10,4,0,0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.13,39%,3.70,61%,0.48,37%,55%,1.0,2017-12-09 14:42:40.352972
2437,Chris Tuchscherer,21,4,0,1,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6,2017-12-09 14:42:43.636401
2438,Abel Trujillo,15,7,0,1,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.77,42%,2.17,60%,2.38,51%,40%,0.5,2017-12-09 14:42:45.247689
2439,Reynaldo Trujillo,8,7,0,0,"5' 9""",155 lbs.,nan,,"Jan 01, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:47.830891
2440,Aaron Trujillo,0,1,0,0,"5' 5""",125 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:50.436583
2441,Tor Troeng,16,7,1,0,"6' 2""",185 lbs.,"77""",Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3,2017-12-09 14:42:52.783335
2442,Damien Trites,7,6,0,0,"5' 11""",165 lbs.,nan,,"Aug 23, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:42:55.35975
2443,Francisco Trinaldo,22,5,0,0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",3.41,46%,2.29,60%,1.07,41%,63%,0.5,2017-12-09 14:42:58.747308
2444,Frank Trigg,21,9,0,0,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8,2017-12-09 14:43:00.528409
2445,Francisco Trevino,12,2,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0,2017-12-09 14:43:02.015674
2446,Alexander Trevino,5,2,0,0,nan,170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:05.417377
2447,Bryan Travers,14,3,0,0,nan,155 lbs.,nan,,"Apr 11, 1983",2.33,48%,3.93,55%,2.00,28%,63%,0.0,2017-12-09 14:43:08.119535
2448,Roberto Traven,6,4,1,0,"6' 3""",227 lbs.,nan,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.00,0%,0%,0.0,2017-12-09 14:43:10.912554
2449,Minoru Toyonaga,2,5,0,0,"5' 11""",195 lbs.,nan,Southpaw,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:13.441941
2450,Salim Touahri,10,2,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.33,47%,2.53,60%,0.00,0%,71%,0.0,2017-12-09 14:43:16.297966
2451,Abram Torres,4,3,0,0,"5' 10""",170 lbs.,nan,,"Oct 29, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:19.029141
2452,Alex Torres,2,2,0,0,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0,2017-12-09 14:43:21.527386
2453,Tecia Torres,10,1,0,0,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.77,49%,2.48,70%,0.78,17%,62%,0.2,2017-12-09 14:43:24.005201
2454,Haven Torres,0,0,0,0,nan,125 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:26.221888
2455,Ronys Torres,22,4,0,0,"5' 7""",155 lbs.,nan,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5,2017-12-09 14:43:29.385248
2456,Miguel Torres,39,5,0,0,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.00,0%,17%,1.6,2017-12-09 14:43:32.601328
2457,Anthony Torres,5,2,0,0,"5' 8""",170 lbs.,nan,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2,2017-12-09 14:43:33.838978
2458,Carl Toomey,3,3,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:36.982363
2459,Masanori Tonooka,1,2,0,0,"5' 8""",185 lbs.,nan,Orthodox,nan,0.16,5%,1.09,36%,0.00,0%,0%,0.0,2017-12-09 14:43:39.782883
2460,James Toney,0,1,0,0,"5' 9""",220 lbs.,nan,Orthodox,"Aug 24, 1968",0.00,0%,2.41,27%,0.00,0%,0%,0.0,2017-12-09 14:43:42.263088
2461,Tyler Toner,12,3,0,1,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0.00,0%,54%,0.4,2017-12-09 14:43:44.480689
2462,Kazuki Tokudome,12,6,1,0,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0,2017-12-09 14:43:46.214962
2463,Anatoly Tokov,25,2,0,0,"5' 10""",185 lbs.,nan,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0.0,2017-12-09 14:43:48.929369
2581,Josh Stewart,1,4,0,0,"5' 9""",160 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:48:35.418979
2464,Hideo Tokoro,30,25,1,0,"5' 7""",135 lbs.,nan,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3,2017-12-09 14:43:51.891104
2465,Andrew Todhunter,7,0,0,0,"6' 0""",170 lbs.,"72""",Switch,"Nov 30, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:54.341053
2466,Ryan Tobar,3,3,0,0,nan,155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:57.859572
2467,Brett Tillis,0,0,0,0,nan,145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:43:58.915807
2468,Nolan Ticman,4,3,0,0,"5' 6""",125 lbs.,"69""",Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0,2017-12-09 14:44:03.908987
2469,Darren Till,16,0,1,0,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992",3.18,52%,3.25,62%,0.80,33%,82%,0.0,2017-12-09 14:44:12.837929
2470,Chris Tickle,7,5,0,0,"5' 9""",155 lbs.,nan,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0,2017-12-09 14:44:13.487774
2471,Gleison Tibau,40,12,0,0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,33%,2.37,63%,4.30,54%,92%,0.9,2017-12-09 14:44:13.522437
2472,Josh Thornburg,7,5,0,0,"6' 0""",170 lbs.,nan,,"May 24, 1984",1.20,50%,3.13,38%,2.00,66%,42%,2.0,2017-12-09 14:44:13.7791
2473,Simeon Thoresen,17,4,1,0,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7,2017-12-09 14:44:13.90536
2474,Josh Thomson,21,8,0,1,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,2017-12-09 14:44:17.447026
2475,Stephen Thompson,14,2,1,0,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",3.81,44%,2.66,59%,0.48,50%,78%,0.0,2017-12-09 14:44:18.731356
2476,Oli Thompson,9,4,0,0,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.00,0%,50%,0.5,2017-12-09 14:44:21.117561
2477,James Thompson,16,14,0,1,"6' 5""",265 lbs.,nan,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3,2017-12-09 14:44:23.825651
2478,Nick Thompson,38,14,1,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6,2017-12-09 14:44:26.670778
2479,Treston Thomison,10,6,0,0,"5' 8""",145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:44:29.004422
2480,Noah Thomas,14,7,0,0,"5' 9""",135 lbs.,nan,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0.00,0%,0%,1.3,2017-12-09 14:44:32.538222
2481,Ryan Thomas,12,7,0,0,"6' 0""",170 lbs.,nan,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2,2017-12-09 14:44:34.522481
2482,Din Thomas,25,8,0,1,"5' 9""",155 lbs.,nan,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2,2017-12-09 14:44:37.536463
2483,Paulo Thiago,15,8,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,2017-12-09 14:44:39.91096
2484,Nik Theotikos,6,2,0,0,nan,185 lbs.,nan,Orthodox,nan,0.00,0%,5.48,19%,0.00,0%,0%,4.8,2017-12-09 14:44:41.876557
2485,Elias Theodorou,15,2,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",3.77,40%,1.88,56%,1.79,30%,53%,0.0,2017-12-09 14:44:44.382478
2486,Brandon Thatch,11,5,0,0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7,2017-12-09 14:44:46.429883
2487,Jason Thacker,0,1,0,0,"5' 10""",185 lbs.,nan,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0,2017-12-09 14:44:48.604302
2488,Motonobu Tezuka,19,6,4,0,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5,2017-12-09 14:44:51.40015
2489,Daniel Teymur,6,1,0,0,"5' 5""",155 lbs.,"69""",Orthodox,"Feb 03, 1988",4.60,53%,6.20,46%,0.00,0%,66%,0.0,2017-12-09 14:44:54.520346
2490,David Teymur,7,1,0,0,"5' 9""",155 lbs.,"73""",,"May 01, 1989",4.81,45%,3.17,55%,1.40,33%,75%,0.0,2017-12-09 14:44:57.114449
2491,James Terry,16,8,0,0,"5' 10""",170 lbs.,nan,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0,2017-12-09 14:44:59.684975
2492,David Terrell,6,2,0,0,"6' 1""",185 lbs.,nan,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5,2017-12-09 14:45:02.129474
2493,Dave Terrel,7,6,0,0,"5' 8""",170 lbs.,nan,Southpaw,"May 10, 1978",5.58,44%,5.71,48%,0.00,0%,100%,0.0,2017-12-09 14:45:04.753917
2494,Herman Terrado,8,2,1,0,nan,170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:45:07.545087
2495,Tra Telligman,7,5,1,0,"6' 2""",233 lbs.,nan,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0,2017-12-09 14:45:10.209501
2496,Ewerton Teixeira,3,1,0,0,"6' 1""",242 lbs.,nan,,"Feb 13, 1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0,2017-12-09 14:45:12.910972
2497,John Teixeira,14,1,1,0,"5' 7""",145 lbs.,nan,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7,2017-12-09 14:45:15.791948
2498,Glover Teixeira,26,6,0,0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.71,42%,3.53,57%,2.33,50%,59%,0.7,2017-12-09 14:45:18.300715
2499,James Te Huna,18,9,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2,2017-12-09 14:45:19.80486
2500,Danielle Taylor,9,2,0,0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.98,30%,2.60,78%,0.33,33%,66%,0.0,2017-12-09 14:45:22.121901
2501,Anthony Taylor,1,3,0,0,"5' 7""",145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:45:23.928997
2502,Louis Taylor,11,3,0,0,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0,2017-12-09 14:45:26.791471
2503,Torrance Taylor,10,7,1,0,"5' 7""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:45:29.894126
2504,Jesse Taylor,33,15,0,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1,2017-12-09 14:45:31.865337
2505,Paul Taylor,11,6,1,1,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5,2017-12-09 14:45:35.458196
2506,Brad Tavares,16,5,0,0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.15,42%,2.51,56%,1.16,32%,76%,0.0,2017-12-09 14:45:37.697349
2507,Jeremy Tavares,1,5,0,0,nan,135 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:45:39.381478
2508,Thiago Tavares,24,7,1,0,"5' 7""",145 lbs.,"68""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5,2017-12-09 14:45:42.479353
2509,Deividas Taurosevicius,13,5,0,0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3,2017-12-09 14:45:43.822894
2510,Miesha Tate,18,7,0,0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6,2017-12-09 14:45:45.563752
2511,Gary Tapusoa,6,2,0,0,"5' 7""",185 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:45:47.7482
2512,Manny Tapia,11,4,1,0,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2,2017-12-09 14:45:50.504588
2513,Evan Tanner,32,8,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,2017-12-09 14:45:53.861977
